"Location","Treatment","Details","TrapID","Longitude","Latitude","TransplantDate","DispInstallDate","TrapInstallDate","AssessmentNumber","SamplingDate","nYSB","DaysOfCatch","DATI","DADI","DAT","mothsperday","DetailsF","PlaceF","logDaysOfCatch","DATscaled","SamplingDateC","numericDate","nYSB2"
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,3,2023-09-10,109,10,30,30,31,10.9,"CGP","Kurtis",2.30258509299405,-0.830058274242186,"2023-09-10",28,117
"Gettusberg","T3","trt C",301,111.616275792978,-7.13534449599639,2023-09-09,2023-09-10,2023-09-10,4,2023-10-20,1,10,40,40,41,0.1,"trt C","Gettusberg",2.30258509299405,-0.442115444849918,"2023-10-20",68,1
"Gettusberg","T3","trt C",302,111.615276792978,-7.13538849599639,2023-09-09,2023-09-10,2023-09-10,4,2023-10-20,2,10,40,40,41,0.2,"trt C","Gettusberg",2.30258509299405,-0.442115444849918,"2023-10-20",68,2
"Gettusberg","T3","trt C",303,111.615357792978,-7.13642349599639,2023-09-09,2023-09-10,2023-09-10,4,2023-10-20,2,10,40,40,41,0.2,"trt C","Gettusberg",2.30258509299405,-0.442115444849918,"2023-10-20",68,3
"Gettusberg","T3","trt C",304,111.616376792978,-7.13635549599639,2023-09-09,2023-09-10,2023-09-10,4,2023-10-20,2,10,40,40,41,0.2,"trt C","Gettusberg",2.30258509299405,-0.442115444849918,"2023-10-20",68,2
"Gettusberg","T6","CGP",601,111.621265792978,-7.13535349599639,2023-09-04,NA,2023-09-08,4,2023-10-18,18,10,40,NA,44,1.8,"CGP","Gettusberg",2.30258509299405,-0.325732596032238,"2023-10-18",66,19
"Gettusberg","T6","CGP",602,111.620317792978,-7.13534149599639,2023-09-04,NA,2023-09-08,4,2023-10-18,21,10,40,NA,44,2.1,"CGP","Gettusberg",2.30258509299405,-0.325732596032238,"2023-10-18",66,43
"Gettusberg","T6","CGP",603,111.621352792978,-7.13621249599639,2023-09-04,NA,2023-09-08,4,2023-10-18,10,10,40,NA,44,1,"CGP","Gettusberg",2.30258509299405,-0.325732596032238,"2023-10-18",66,14
"Gettusberg","T6","CGP",604,111.620353792978,-7.13627949599639,2023-09-04,NA,2023-09-08,4,2023-10-18,14,10,40,NA,44,1.4,"CGP","Gettusberg",2.30258509299405,-0.325732596032238,"2023-10-18",66,14
"Jerberg","T3","trt C",301,111.602790990648,-7.23363413322164,2023-08-06,2023-08-13,2023-08-13,4,2023-09-23,23,11,41,41,48,2.09090909090909,"trt C","Jerberg",2.39789527279837,-0.170555464275331,"2023-09-23",41,23
"Jerberg","T3","trt C",302,111.601875990648,-7.23329013322164,2023-08-06,2023-08-13,2023-08-13,4,2023-09-23,18,11,41,41,48,1.63636363636364,"trt C","Jerberg",2.39789527279837,-0.170555464275331,"2023-09-23",41,18
"Jerberg","T3","trt C",303,111.601596990648,-7.23420813322164,2023-08-06,2023-08-13,2023-08-13,4,2023-09-23,19,11,41,41,48,1.72727272727273,"trt C","Jerberg",2.39789527279837,-0.170555464275331,"2023-09-23",41,19
"Jerberg","T3","trt C",304,111.602450990648,-7.23449113322164,2023-08-06,2023-08-13,2023-08-13,4,2023-09-23,19,11,41,41,48,1.72727272727273,"trt C","Jerberg",2.39789527279837,-0.170555464275331,"2023-09-23",41,19
"Jerberg","T6","CGP",601,111.602220990648,-7.24248113322164,2023-08-09,NA,2023-08-15,4,2023-09-25,108,11,41,NA,47,9.81818181818182,"CGP","Jerberg",2.39789527279837,-0.209349747214558,"2023-09-25",43,110
"Jerberg","T6","CGP",602,111.601314990648,-7.24241313322164,2023-08-09,NA,2023-08-15,4,2023-09-25,201,11,41,NA,47,18.2727272727273,"CGP","Jerberg",2.39789527279837,-0.209349747214558,"2023-09-25",43,210
"Jerberg","T6","CGP",603,111.601222990648,-7.24325113322164,2023-08-09,NA,2023-08-15,4,2023-09-25,81,11,41,NA,47,7.36363636363636,"CGP","Jerberg",2.39789527279837,-0.209349747214558,"2023-09-25",43,83
"Jerberg","T6","CGP",604,111.602068990648,-7.24331513322164,2023-08-09,NA,2023-08-15,4,2023-09-25,133,11,41,NA,47,12.0909090909091,"CGP","Jerberg",2.39789527279837,-0.209349747214558,"2023-09-25",43,145
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,4,2023-09-25,1,10,39,40,44,0.1,"trt C","Sragen",2.30258509299405,-0.325732596032238,"2023-09-25",43,1
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,4,2023-09-25,3,10,39,40,44,0.3,"trt C","Sragen",2.30258509299405,-0.325732596032238,"2023-09-25",43,3
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,4,2023-09-25,0,10,39,40,44,0,"trt C","Sragen",2.30258509299405,-0.325732596032238,"2023-09-25",43,0
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,4,2023-09-25,5,10,39,40,44,0.5,"trt C","Sragen",2.30258509299405,-0.325732596032238,"2023-09-25",43,5
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,4,2023-09-24,31,10,38,40,43,3.1,"CGP","Sragen",2.30258509299405,-0.364526878971465,"2023-09-24",42,37
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,4,2023-09-24,48,10,38,40,43,4.8,"CGP","Sragen",2.30258509299405,-0.364526878971465,"2023-09-24",42,66
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,4,2023-09-24,59,10,38,40,43,5.9,"CGP","Sragen",2.30258509299405,-0.364526878971465,"2023-09-24",42,61
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,4,2023-09-24,53,10,38,40,43,5.3,"CGP","Sragen",2.30258509299405,-0.364526878971465,"2023-09-24",42,55
"Kurtis","T3","trt C",301,107.164695417744,-6.18564415449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,1,10,40,40,41,0.1,"trt C","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,1
"Kurtis","T3","trt C",302,107.165389417744,-6.18570215449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,0,10,40,40,41,0,"trt C","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,0
"Kurtis","T3","trt C",303,107.165283417744,-6.18642315449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,1,10,40,40,41,0.1,"trt C","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,1
"Kurtis","T3","trt C",304,107.164598417744,-6.18634715449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,1,10,40,40,41,0.1,"trt C","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,1
"Kurtis","T6","CGP",601,107.169451417744,-6.17867115449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,69,10,40,40,41,6.9,"CGP","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,70
"Kurtis","T6","CGP",602,107.170386417744,-6.17889715449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,97,10,40,40,41,9.7,"CGP","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,103
"Kurtis","T6","CGP",603,107.170153417744,-6.17981415449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,90,10,40,40,41,9,"CGP","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,92
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,4,2023-09-20,86,10,40,40,41,8.6,"CGP","Kurtis",2.30258509299405,-0.442115444849918,"2023-09-20",38,88
"Karawang","T3","trt C",301,107.385397160511,-6.18089581689712,2023-09-04,2023-09-05,2023-09-05,4,2023-10-15,0,10,40,40,41,0,"trt C","Karawang",2.30258509299405,-0.442115444849918,"2023-10-15",63,0
"Karawang","T3","trt C",302,107.385603160511,-6.17992281689712,2023-09-03,2023-09-05,2023-09-05,4,2023-10-15,0,10,40,40,42,0,"trt C","Karawang",2.30258509299405,-0.403321161910692,"2023-10-15",63,0
"Karawang","T3","trt C",303,107.386614160511,-6.18025381689712,2023-09-03,2023-09-05,2023-09-05,4,2023-10-15,1,10,40,40,42,0.1,"trt C","Karawang",2.30258509299405,-0.403321161910692,"2023-10-15",63,1
"Karawang","T3","trt C",304,107.386382160511,-6.18117081689712,2023-09-04,2023-09-05,2023-09-05,4,2023-10-15,1,10,40,40,41,0.1,"trt C","Karawang",2.30258509299405,-0.442115444849918,"2023-10-15",63,1
"Karawang","T6","CGP",601,107.388934160511,-6.18197981689712,2023-09-02,2023-09-05,2023-09-05,4,2023-10-15,7,10,40,40,43,0.7,"CGP","Karawang",2.30258509299405,-0.364526878971465,"2023-10-15",63,20
"Karawang","T6","CGP",602,107.389160160511,-6.18110981689712,2023-09-03,2023-09-05,2023-09-05,4,2023-10-15,20,10,40,40,42,2,"CGP","Karawang",2.30258509299405,-0.403321161910692,"2023-10-15",63,34
"Karawang","T6","CGP",603,107.389989160511,-6.18132781689712,2023-09-02,2023-09-05,2023-09-05,4,2023-10-15,6,10,40,40,43,0.6,"CGP","Karawang",2.30258509299405,-0.364526878971465,"2023-10-15",63,13
"Karawang","T6","CGP",604,107.389738160511,-6.18222481689712,2023-09-03,2023-09-05,2023-09-05,4,2023-10-15,8,10,40,40,42,0.8,"CGP","Karawang",2.30258509299405,-0.403321161910692,"2023-10-15",63,18
"Gettusberg","T3","trt C",301,111.616275792978,-7.13534449599639,2023-09-09,2023-09-10,2023-09-10,5,2023-10-30,17,10,50,50,51,1.7,"trt C","Gettusberg",2.30258509299405,-0.0541726154576506,"2023-10-30",78,17
"Gettusberg","T3","trt C",302,111.615276792978,-7.13538849599639,2023-09-09,2023-09-10,2023-09-10,5,2023-10-30,9,10,50,50,51,0.9,"trt C","Gettusberg",2.30258509299405,-0.0541726154576506,"2023-10-30",78,9
"Gettusberg","T3","trt C",303,111.615357792978,-7.13642349599639,2023-09-09,2023-09-10,2023-09-10,5,2023-10-30,5,10,50,50,51,0.5,"trt C","Gettusberg",2.30258509299405,-0.0541726154576506,"2023-10-30",78,5
"Gettusberg","T3","trt C",304,111.616376792978,-7.13635549599639,2023-09-09,2023-09-10,2023-09-10,5,2023-10-30,4,10,50,50,51,0.4,"trt C","Gettusberg",2.30258509299405,-0.0541726154576506,"2023-10-30",78,4
"Gettusberg","T6","CGP",601,111.621265792978,-7.13535349599639,2023-09-04,NA,2023-09-08,5,2023-10-28,45,10,50,NA,54,4.5,"CGP","Gettusberg",2.30258509299405,0.0622102333600296,"2023-10-28",76,45
"Gettusberg","T6","CGP",602,111.620317792978,-7.13534149599639,2023-09-04,NA,2023-09-08,5,2023-10-28,53,10,50,NA,54,5.3,"CGP","Gettusberg",2.30258509299405,0.0622102333600296,"2023-10-28",76,54
"Gettusberg","T6","CGP",603,111.621352792978,-7.13621249599639,2023-09-04,NA,2023-09-08,5,2023-10-28,6,10,50,NA,54,0.6,"CGP","Gettusberg",2.30258509299405,0.0622102333600296,"2023-10-28",76,15
"Gettusberg","T6","CGP",604,111.620353792978,-7.13627949599639,2023-09-04,NA,2023-09-08,5,2023-10-28,28,10,50,NA,54,2.8,"CGP","Gettusberg",2.30258509299405,0.0622102333600296,"2023-10-28",76,30
"Jerberg","T3","trt C",301,111.602790990648,-7.23363413322164,2023-08-06,2023-08-13,2023-08-13,5,2023-10-02,41,9,50,50,57,4.55555555555556,"trt C","Jerberg",2.19722457733622,0.17859308217771,"2023-10-02",50,41
"Jerberg","T3","trt C",302,111.601875990648,-7.23329013322164,2023-08-06,2023-08-13,2023-08-13,5,2023-10-02,50,9,50,50,57,5.55555555555556,"trt C","Jerberg",2.19722457733622,0.17859308217771,"2023-10-02",50,50
"Jerberg","T3","trt C",303,111.601596990648,-7.23420813322164,2023-08-06,2023-08-13,2023-08-13,5,2023-10-02,64,9,50,50,57,7.11111111111111,"trt C","Jerberg",2.19722457733622,0.17859308217771,"2023-10-02",50,64
"Jerberg","T3","trt C",304,111.602450990648,-7.23449113322164,2023-08-06,2023-08-13,2023-08-13,5,2023-10-02,24,9,50,50,57,2.66666666666667,"trt C","Jerberg",2.19722457733622,0.17859308217771,"2023-10-02",50,24
"Jerberg","T6","CGP",601,111.602220990648,-7.24248113322164,2023-08-09,NA,2023-08-15,5,2023-10-04,114,9,50,NA,56,12.6666666666667,"CGP","Jerberg",2.19722457733622,0.139798799238483,"2023-10-04",52,120
"Jerberg","T6","CGP",602,111.601314990648,-7.24241313322164,2023-08-09,NA,2023-08-15,5,2023-10-04,96,9,50,NA,56,10.6666666666667,"CGP","Jerberg",2.19722457733622,0.139798799238483,"2023-10-04",52,96
"Jerberg","T6","CGP",603,111.601222990648,-7.24325113322164,2023-08-09,NA,2023-08-15,5,2023-10-04,83,9,50,NA,56,9.22222222222222,"CGP","Jerberg",2.19722457733622,0.139798799238483,"2023-10-04",52,86
"Jerberg","T6","CGP",604,111.602068990648,-7.24331513322164,2023-08-09,NA,2023-08-15,5,2023-10-04,79,9,50,NA,56,8.77777777777778,"CGP","Jerberg",2.19722457733622,0.139798799238483,"2023-10-04",52,88
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,5,2023-10-06,2,11,50,51,55,0.181818181818182,"trt C","Sragen",2.39789527279837,0.101004516299256,"2023-10-06",54,3
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,5,2023-10-06,0,11,50,51,55,0,"trt C","Sragen",2.39789527279837,0.101004516299256,"2023-10-06",54,0
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,5,2023-10-06,0,11,50,51,55,0,"trt C","Sragen",2.39789527279837,0.101004516299256,"2023-10-06",54,0
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,5,2023-10-06,0,11,50,51,55,0,"trt C","Sragen",2.39789527279837,0.101004516299256,"2023-10-06",54,1
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,5,2023-10-05,6,11,49,51,54,0.545454545454545,"CGP","Sragen",2.39789527279837,0.0622102333600296,"2023-10-05",53,17
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,5,2023-10-05,4,11,49,51,54,0.363636363636364,"CGP","Sragen",2.39789527279837,0.0622102333600296,"2023-10-05",53,4
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,5,2023-10-05,4,11,49,51,54,0.363636363636364,"CGP","Sragen",2.39789527279837,0.0622102333600296,"2023-10-05",53,12
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,5,2023-10-06,6,12,50,52,55,0.5,"CGP","Sragen",2.484906649788,0.101004516299256,"2023-10-06",54,11
"Kurtis","T3","trt C",301,107.164695417744,-6.18564415449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,6,10,50,50,51,0.6,"trt C","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,6
"Kurtis","T3","trt C",302,107.165389417744,-6.18570215449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,9,10,50,50,51,0.9,"trt C","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,9
"Kurtis","T3","trt C",303,107.165283417744,-6.18642315449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,0,10,50,50,51,0,"trt C","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,0
"Kurtis","T3","trt C",304,107.164598417744,-6.18634715449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,6,10,50,50,51,0.6,"trt C","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,7
"Kurtis","T6","CGP",601,107.169451417744,-6.17867115449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,97,10,50,50,51,9.7,"CGP","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,99
"Kurtis","T6","CGP",602,107.170386417744,-6.17889715449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,88,10,50,50,51,8.8,"CGP","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,95
"Kurtis","T6","CGP",603,107.170153417744,-6.17981415449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,108,10,50,50,51,10.8,"CGP","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,117
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,5,2023-09-30,89,10,50,50,51,8.9,"CGP","Kurtis",2.30258509299405,-0.0541726154576506,"2023-09-30",48,91
"Karawang","T3","trt C",301,107.385397160511,-6.18089581689712,2023-09-04,2023-09-05,2023-09-05,5,2023-10-25,18,10,50,50,51,1.8,"trt C","Karawang",2.30258509299405,-0.0541726154576506,"2023-10-25",73,19
"Karawang","T3","trt C",302,107.385603160511,-6.17992281689712,2023-09-03,2023-09-05,2023-09-05,5,2023-10-25,7,10,50,50,52,0.7,"trt C","Karawang",2.30258509299405,-0.0153783325184239,"2023-10-25",73,7
"Karawang","T3","trt C",303,107.386614160511,-6.18025381689712,2023-09-03,2023-09-05,2023-09-05,5,2023-10-25,1,10,50,50,52,0.1,"trt C","Karawang",2.30258509299405,-0.0153783325184239,"2023-10-25",73,1
"Karawang","T3","trt C",304,107.386382160511,-6.18117081689712,2023-09-04,2023-09-05,2023-09-05,5,2023-10-25,8,10,50,50,51,0.8,"trt C","Karawang",2.30258509299405,-0.0541726154576506,"2023-10-25",73,8
"Karawang","T6","CGP",601,107.388934160511,-6.18197981689712,2023-09-02,2023-09-05,2023-09-05,5,2023-10-25,3,10,50,50,53,0.3,"CGP","Karawang",2.30258509299405,0.0234159504208029,"2023-10-25",73,7
"Karawang","T6","CGP",602,107.389160160511,-6.18110981689712,2023-09-03,2023-09-05,2023-09-05,5,2023-10-25,20,10,50,50,52,2,"CGP","Karawang",2.30258509299405,-0.0153783325184239,"2023-10-25",73,21
"Karawang","T6","CGP",603,107.389989160511,-6.18132781689712,2023-09-02,2023-09-05,2023-09-05,5,2023-10-25,1,10,50,50,53,0.1,"CGP","Karawang",2.30258509299405,0.0234159504208029,"2023-10-25",73,3
"Karawang","T6","CGP",604,107.389738160511,-6.18222481689712,2023-09-03,2023-09-05,2023-09-05,5,2023-10-25,11,10,50,50,52,1.1,"CGP","Karawang",2.30258509299405,-0.0153783325184239,"2023-10-25",73,12
"Jerberg","T3","trt C",301,111.602790990648,-7.23363413322164,2023-08-06,2023-08-13,2023-08-13,6,2023-10-12,5,10,60,60,67,0.5,"trt C","Jerberg",2.30258509299405,0.566535911569978,"2023-10-12",60,6
"Jerberg","T3","trt C",302,111.601875990648,-7.23329013322164,2023-08-06,2023-08-13,2023-08-13,6,2023-10-12,11,10,60,60,67,1.1,"trt C","Jerberg",2.30258509299405,0.566535911569978,"2023-10-12",60,11
"Jerberg","T3","trt C",303,111.601596990648,-7.23420813322164,2023-08-06,2023-08-13,2023-08-13,6,2023-10-12,3,10,60,60,67,0.3,"trt C","Jerberg",2.30258509299405,0.566535911569978,"2023-10-12",60,4
"Jerberg","T3","trt C",304,111.602450990648,-7.23449113322164,2023-08-06,2023-08-13,2023-08-13,6,2023-10-12,1,10,60,60,67,0.1,"trt C","Jerberg",2.30258509299405,0.566535911569978,"2023-10-12",60,1
"Jerberg","T6","CGP",601,111.602220990648,-7.24248113322164,2023-08-09,NA,2023-08-15,6,2023-10-15,59,11,61,NA,67,5.36363636363636,"CGP","Jerberg",2.39789527279837,0.566535911569978,"2023-10-15",63,60
"Jerberg","T6","CGP",602,111.601314990648,-7.24241313322164,2023-08-09,NA,2023-08-15,6,2023-10-15,41,11,61,NA,67,3.72727272727273,"CGP","Jerberg",2.39789527279837,0.566535911569978,"2023-10-15",63,41
"Jerberg","T6","CGP",603,111.601222990648,-7.24325113322164,2023-08-09,NA,2023-08-15,6,2023-10-15,38,11,61,NA,67,3.45454545454545,"CGP","Jerberg",2.39789527279837,0.566535911569978,"2023-10-15",63,46
"Jerberg","T6","CGP",604,111.602068990648,-7.24331513322164,2023-08-09,NA,2023-08-15,6,2023-10-15,52,11,61,NA,67,4.72727272727273,"CGP","Jerberg",2.39789527279837,0.566535911569978,"2023-10-15",63,55
"Sragen","T3","trt C",301,111.004190435157,-7.42176747192043,2023-08-12,2023-08-16,2023-08-17,6,2023-10-15,0,9,59,60,64,0,"trt C","Sragen",2.19722457733622,0.450153062752297,"2023-10-15",63,0
"Sragen","T3","trt C",302,111.004854435157,-7.42113647192043,2023-08-12,2023-08-16,2023-08-17,6,2023-10-15,7,9,59,60,64,0.777777777777778,"trt C","Sragen",2.19722457733622,0.450153062752297,"2023-10-15",63,7
"Sragen","T3","trt C",303,111.004074435157,-7.42052847192043,2023-08-12,2023-08-16,2023-08-17,6,2023-10-15,0,9,59,60,64,0,"trt C","Sragen",2.19722457733622,0.450153062752297,"2023-10-15",63,0
"Sragen","T3","trt C",304,111.003413435157,-7.42118447192043,2023-08-12,2023-08-16,2023-08-17,6,2023-10-15,1,9,59,60,64,0.111111111111111,"trt C","Sragen",2.19722457733622,0.450153062752297,"2023-10-15",63,1
"Sragen","T6","CGP",601,110.997221435157,-7.42177847192043,2023-08-12,2023-08-15,2023-08-17,6,2023-10-14,12,9,58,60,63,1.33333333333333,"CGP","Sragen",2.19722457733622,0.411358779813071,"2023-10-14",62,14
"Sragen","T6","CGP",602,110.998138435157,-7.42163447192043,2023-08-12,2023-08-15,2023-08-17,6,2023-10-14,19,9,58,60,63,2.11111111111111,"CGP","Sragen",2.19722457733622,0.411358779813071,"2023-10-14",62,20
"Sragen","T6","CGP",603,110.997988435157,-7.42073147192043,2023-08-12,2023-08-15,2023-08-17,6,2023-10-14,18,9,58,60,63,2,"CGP","Sragen",2.19722457733622,0.411358779813071,"2023-10-14",62,21
"Sragen","T6","CGP",604,110.997038435157,-7.42096447192043,2023-08-12,2023-08-15,2023-08-17,6,2023-10-14,6,8,58,60,63,0.75,"CGP","Sragen",2.07944154167984,0.411358779813071,"2023-10-14",62,8
"Kurtis","T3","trt C",301,107.164695417744,-6.18564415449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,1,10,60,60,61,0.1,"trt C","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,1
"Kurtis","T3","trt C",302,107.165389417744,-6.18570215449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,0,10,60,60,61,0,"trt C","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,0
"Kurtis","T3","trt C",303,107.165283417744,-6.18642315449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,0,10,60,60,61,0,"trt C","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,0
"Kurtis","T3","trt C",304,107.164598417744,-6.18634715449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,0,10,60,60,61,0,"trt C","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,0
"Kurtis","T6","CGP",601,107.169451417744,-6.17867115449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,131,10,60,60,61,13.1,"CGP","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,156
"Kurtis","T6","CGP",602,107.170386417744,-6.17889715449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,68,10,60,60,61,6.8,"CGP","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,69
"Kurtis","T6","CGP",603,107.170153417744,-6.17981415449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,106,10,60,60,61,10.6,"CGP","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,107
"Kurtis","T6","CGP",604,107.169288417744,-6.17965015449607,2023-08-10,2023-08-11,2023-08-11,6,2023-10-10,104,10,60,60,61,10.4,"CGP","Kurtis",2.30258509299405,0.333770213934617,"2023-10-10",58,118
"Karawang","T3","trt C",301,107.385397160511,-6.18089581689712,2023-09-04,2023-09-05,2023-09-05,6,2023-11-04,19,10,60,60,61,1.9,"trt C","Karawang",2.30258509299405,0.333770213934617,"2023-11-04",83,19
"Karawang","T3","trt C",302,107.385603160511,-6.17992281689712,2023-09-03,2023-09-05,2023-09-05,6,2023-11-04,8,10,60,60,62,0.8,"trt C","Karawang",2.30258509299405,0.372564496873844,"2023-11-04",83,8
"Karawang","T3","trt C",303,107.386614160511,-6.18025381689712,2023-09-03,2023-09-05,2023-09-05,6,2023-11-04,13,10,60,60,62,1.3,"trt C","Karawang",2.30258509299405,0.372564496873844,"2023-11-04",83,13
"Karawang","T3","trt C",304,107.386382160511,-6.18117081689712,2023-09-04,2023-09-05,2023-09-05,6,2023-11-04,13,10,60,60,61,1.3,"trt C","Karawang",2.30258509299405,0.333770213934617,"2023-11-04",83,13
"Karawang","T6","CGP",601,107.388934160511,-6.18197981689712,2023-09-02,2023-09-05,2023-09-05,6,2023-11-04,83,10,60,60,63,8.3,"CGP","Karawang",2.30258509299405,0.411358779813071,"2023-11-04",83,84
"Karawang","T6","CGP",602,107.389160160511,-6.18110981689712,2023-09-03,2023-09-05,2023-09-05,6,2023-11-04,23,10,60,60,62,2.3,"CGP","Karawang",2.30258509299405,0.372564496873844,"2023-11-04",83,31
"Karawang","T6","CGP",603,107.389989160511,-6.18132781689712,2023-09-02,2023-09-05,2023-09-05,6,2023-11-04,41,10,60,60,63,4.1,"CGP","Karawang",2.30258509299405,0.411358779813071,"2023-11-04",83,43
"Karawang","T6","CGP",604,107.389738160511,-6.18222481689712,2023-09-03,2023-09-05,2023-09-05,6,2023-11-04,33,10,60,60,62,3.3,"CGP","Karawang",2.30258509299405,0.372564496873844,"2023-11-04",83,59
"Gettusberg","T3","trt C",301,111.616275792978,-7.13534449599639,2023-09-09,2023-09-10,2023-09-10,6,2023-11-10,10,11,61,61,62,0.909090909090909,"trt C","Gettusberg",2.39789527279837,0.372564496873844,"2023-11-10",89,10
"Gettusberg","T3","trt C",302,111.615276792978,-7.13538849599639,2023-09-09,2023-09-10,2023-09-10,6,2023-11-10,24,11,61,61,62,2.18181818181818,"trt C","Gettusberg",2.39789527279837,0.372564496873844,"2023-11-10",89,24
"Gettusberg","T3","trt C",303,111.615357792978,-7.13642349599639,2023-09-09,2023-09-10,2023-09-10,6,2023-11-10,13,11,61,61,62,1.18181818181818,"trt C","Gettusberg",2.39789527279837,0.372564496873844,"2023-11-10",89,13
"Gettusberg","T3","trt C",304,111.616376792978,-7.13635549599639,2023-09-09,2023-09-10,2023-09-10,6,2023-11-10,30,11,61,61,62,2.72727272727273,"trt C","Gettusberg",2.39789527279837,0.372564496873844,"2023-11-10",89,31
"Gettusberg","T6","CGP",601,111.621265792978,-7.13535349599639,2023-09-04,NA,2023-09-08,6,2023-11-08,47,11,61,NA,65,4.27272727272727,"CGP","Gettusberg",2.39789527279837,0.488947345691524,"2023-11-08",87,49
"Gettusberg","T6","CGP",602,111.620317792978,-7.13534149599639,2023-09-04,NA,2023-09-08,6,2023-11-08,80,11,61,NA,65,7.27272727272727,"CGP","Gettusberg",2.39789527279837,0.488947345691524,"2023-11-08",87,81
